"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","98609.8","","","","1"
"2019-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","95336.2","","","","1"
"2020-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","96261.3","","","","1"
"2020-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","68326.4","","","","1"
"2020-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","93637.1","","","","1"
"2020-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","92667.1","","","","1"
"2021-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","95846.3","","","","1"
"2021-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","94457.4","","","","1"
"2021-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","98067.3","","","","1"
"2021-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","106907.5","","","","1"
"2022-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","109286.9","","","","1"
"2022-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","120318.2","","","","1"
"2022-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","123006.7","","","","1"
"2022-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","122929.5","","","","1"
"2023-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","120193.7","","","","1"
"2023-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","121766.6","","","","1"
"2023-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","122508.1","","","","1"
"2023-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","120232.4","","","","1"
"2024-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","119536.3","","","","1"
"2024-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","124287.5","","","","1"
"2024-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","121179.6","","","","1"
"2024-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","123724.1","","","","1"
"2025-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","128612.4","","","","1"
"2025-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","116616.3","","","","1"
"2025-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","113579.9","","","","1"
"2025-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","115352.6","","","","1"
"2026-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","121546.3","","","","1"
"2026-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","129646.3","","","","1"
"2001-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8619.9","","","","1"
"2001-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8550.2","","","","1"
"2001-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8845.5","","","","1"
"2002-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8227.9","","","","1"
"2002-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9347.8","","","","1"
"2002-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9135.9","","","","1"
"2002-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9267.9","","","","1"
"2003-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9398.0","","","","1"
"2003-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8549.1","","","","1"
"2003-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8789.0","","","","1"
"2003-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8388.9","","","","1"
"2004-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8255.2","","","","1"
"2004-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9311.5","","","","1"
"2004-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9420.2","","","","1"
"2004-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9430.7","","","","1"
"2005-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9402.8","","","","1"
"2005-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9674.1","","","","1"
"2005-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9372.9","","","","1"
"2005-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9986.6","","","","1"
"2006-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10059.6","","","","1"
"2006-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10859.6","","","","1"
"2006-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10580.7","","","","1"
"2006-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10529.3","","","","1"
"2007-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10765.2","","","","1"
"2007-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10672.4","","","","1"
"2007-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10746.5","","","","1"
"2007-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10198.5","","","","1"
"2008-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10344.4","","","","1"
"2008-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","12254.9","","","","1"
"2008-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","12606.2","","","","1"
"2008-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","11415.3","","","","1"
"2009-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9954.7","","","","1"
"2009-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9654.5","","","","1"
"2009-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","8873.5","","","","1"
"2009-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10359.4","","","","1"
"2010-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10064.5","","","","1"
"2010-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","9306.1","","","","1"
"2010-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10155.3","","","","1"
"2010-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","10897.6","","","","1"
"2011-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","11237.9","","","","1"
"2011-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838585","1.1.2.2.3","11659.5","","","","1"
